# r  g_300K  g_600K  g_900K
6.63 1.03644 1.06737 1.06591
6.65 1.10708 0.971807 0.97785
6.67 0.962964 1.00441 1.01849
6.69 1.00286 0.96784 1.02027
6.71 0.842228 0.916629 0.991178
6.73 0.998353 1.03203 0.962346
6.75 0.888068 0.992152 0.861993
6.77 1.0534 0.986249 1.08965
6.79 0.980886 0.89879 0.99039
6.81 1.05212 1.08162 0.980567
6.83 0.951141 1.11566 0.993266
6.85 1.02163 1.15284 1.05361
6.87 1.1383 1.09565 0.956681
6.89 0.941955 0.991748 1.09602
6.91 0.964855 1.03994 1.13655
6.93 1.09031 1.09107 1.04742
6.95 1.07711 1.01387 1.06295
6.97 1.10578 1.02923 0.936236
6.99 1.05441 0.952929 1.00117
7.01 1.08634 0.968586 0.977917
7.03 1.02518 1.03925 1.06662
7.05 1.04335 0.981704 1.03627
7.07 1.04759 1.0686 1.16117
7.09 1.01474 1.08299 1.09333
7.11 0.998718 1.02958 1.06699
7.13 1.04346 0.963286 1.03766
7.15 0.944514 1.14869 1.04432
7.17 0.991989 1.01562 0.94168
7.19 0.934007 1.1226 1.02622
7.21 1.07593 1.00785 0.904686
7.23 1.07654 1.08111 1.07436
7.25 1.02531 1.03896 1.07502
7.27 1.06481 1.00098 1.017
7.29 1.08464 1.02115 1.06342
7.31 1.04669 1.03196 0.954177
7.33 1.1549 0.965494 1.0327
7.35 1.03227 1.04294 1.02358
7.37 0.967011 0.996195 0.989179
7.39 0.859181 0.993977 0.880144
7.41 0.885545 1.01958 1.00088
7.43 0.948492 0.955174 1.0485
7.45 0.879162 0.97174 1.04
7.47 0.978009 0.917427 0.935191
7.49 0.945539 0.897242 1.02895
7.51 0.925405 1.00761 0.827627
7.53 0.908614 0.935811 0.926622
7.55 0.924482 0.937206 0.879151
7.57 0.937583 0.941169 0.998045
7.59 1.04462 0.998586 0.861388
7.61 1.13317 0.948977 0.999448
7.63 1.08922 0.976643 0.979511
7.65 1.04589 1.10292 1.04813
7.67 1.02303 1.007 0.960364
7.69 1.04362 0.961439 1.01367
7.71 1.07529 1.06851 1.05467
7.73 0.967386 0.99723 1.02344
7.75 0.94254 1.08608 1.03229
7.77 0.968718 1.00381 1.11304
7.79 0.92177 0.911366 1.05871
7.81 1.0006 0.996282 0.985956
7.83 0.992703 1.03047 0.958361
7.85 0.858005 0.922411 1.05695
7.87 0.968975 0.986706 0.995879
7.89 0.980319 1.01211 1.02396
7.91 0.948402 0.979677 0.947216
7.93 1.1084 1.01254 1.0245
7.95 1.03024 0.961738 0.97064
7.97 0.926144 0.93011 1.02757
7.99 1.1184 0.99767 0.976859
