# r  g_300K  g_600K  g_900K
7.37 0.989169 0.978828 0.978859
7.39 1.00814 1.00366 1.06715
7.41 0.972781 0.999827 0.961313
7.43 1.01361 0.956646 0.997033
7.45 0.987773 0.986185 0.991678
7.47 0.942457 0.96043 0.962747
7.49 0.980712 0.991125 0.942062
7.51 0.947049 0.944684 0.958984
7.53 0.943359 1.00561 0.988082
7.55 0.991218 1.01403 0.975771
7.57 0.988721 1.00337 1.00952
7.59 1.00117 0.969145 1.03313
7.61 0.985764 1.03092 1.01599
7.63 1.00548 1.01523 1.01551
7.65 1.04567 1.01403 1.01698
7.67 1.00298 0.992704 1.01292
7.69 1.00111 1.01157 1.02858
7.71 1.02084 0.992967 0.979155
7.73 1.07329 0.986008 0.9906
7.75 1.05141 1.0194 1.01403
7.77 0.996124 0.996717 1.03051
7.79 0.967808 0.998621 1.03142
7.81 0.955822 0.97368 1.01795
7.83 0.995644 0.982714 0.970642
7.85 1.02161 1.00013 0.963319
7.87 0.995629 1.00274 1.00445
7.89 0.93905 0.963318 0.990393
7.91 1.00302 1.03469 1.00314
7.93 0.9762 0.979399 0.955745
7.95 0.923127 0.91285 0.983114
7.97 0.941824 0.977118 0.959324
7.99 0.948819 0.961621 0.993683
